artistName	trackName	y	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	uri	track_href	analysis_url	duration_ms	time_signature	year	popularity	explicit
Nas	N.Y. State of Mind	0	0.665	0.91	6	-4.682	0	0.223	0.0394	0.0	0.227	0.887	84.099	audio_features	5zwz05jkQVT68CjUpPwFZe	spotify:track:5zwz05jkQVT68CjUpPwFZe	https://api.spotify.com/v1/tracks/5zwz05jkQVT68CjUpPwFZe	https://api.spotify.com/v1/audio-analysis/5zwz05jkQVT68CjUpPwFZe	293973	4	1994	67	1
Nas	Represent	0	0.702	0.832	1	-4.964	1	0.318	0.02	2.8e-06	0.189	0.619	92.362	audio_features	6DPrhGVJ1WTZvM9fKptnGe	spotify:track:6DPrhGVJ1WTZvM9fKptnGe	https://api.spotify.com/v1/tracks/6DPrhGVJ1WTZvM9fKptnGe	https://api.spotify.com/v1/audio-analysis/6DPrhGVJ1WTZvM9fKptnGe	252600	4	1994	58	1
Nas	Rewind	0	0.762	0.75	1	-6.37	1	0.322	0.00741	0.0	0.278	0.358	97.236	audio_features	0itUnscU8XdO1gQGtPRmoS	spotify:track:0itUnscU8XdO1gQGtPRmoS	https://api.spotify.com/v1/tracks/0itUnscU8XdO1gQGtPRmoS	https://api.spotify.com/v1/audio-analysis/0itUnscU8XdO1gQGtPRmoS	133933	4	2001	41	1
Natasha Bedingfield	Unwritten	0	0.706	0.801	5	-6.333	1	0.0399	0.00577	0.0	0.0822	0.63	100.013	audio_features	1D1nixOVWOxvNfWi0UD7VX	spotify:track:1D1nixOVWOxvNfWi0UD7VX	https://api.spotify.com/v1/tracks/1D1nixOVWOxvNfWi0UD7VX	https://api.spotify.com/v1/audio-analysis/1D1nixOVWOxvNfWi0UD7VX	259333	4	2004	76	0
Nathan Carter	Beeswing	0	0.647	0.535	5	-10.207	1	0.0449	0.522	0.0	0.102	0.858	112.978	audio_features	25zj9GIbWtmK7rOgQXGntm	spotify:track:25zj9GIbWtmK7rOgQXGntm	https://api.spotify.com/v1/tracks/25zj9GIbWtmK7rOgQXGntm	https://api.spotify.com/v1/audio-analysis/25zj9GIbWtmK7rOgQXGntm	230635	4	2017	40	0
Neck Deep	A Part of Me	0	0.399	0.822	4	-1.528	1	0.0524	0.322	9.14e-06	0.084	0.236	100.013	audio_features	65LjCuIAEUX2AmWUjD9tA3	spotify:track:65LjCuIAEUX2AmWUjD9tA3	https://api.spotify.com/v1/tracks/65LjCuIAEUX2AmWUjD9tA3	https://api.spotify.com/v1/audio-analysis/65LjCuIAEUX2AmWUjD9tA3	189413	4	2012	56	0
Neck Deep	Fall	0	0.444	0.889	1	-5.245	0	0.101	0.00761	2.86e-05	0.118	0.485	82.752	audio_features	4SMRrkuRFwqociFBA2N122	spotify:track:4SMRrkuRFwqociFBA2N122	https://api.spotify.com/v1/tracks/4SMRrkuRFwqociFBA2N122	https://api.spotify.com/v1/audio-analysis/4SMRrkuRFwqociFBA2N122	214923	4	2020	56	0
Neck Deep	I Revolve (Around You)	0	0.542	0.841	2	-5.15	1	0.0347	0.000299	0.000403	0.564	0.331	102.048	audio_features	79eew6jgEhqJ9GCxDBlyEm	spotify:track:79eew6jgEhqJ9GCxDBlyEm	https://api.spotify.com/v1/tracks/79eew6jgEhqJ9GCxDBlyEm	https://api.spotify.com/v1/audio-analysis/79eew6jgEhqJ9GCxDBlyEm	218060	4	2020	52	0
Neck Deep	Over and Over	0	0.406	0.949	9	-3.42	1	0.189	0.000117	0.77	0.224	0.403	120.558	audio_features	391iX6cKnIbz90oCh0Ti5G	spotify:track:391iX6cKnIbz90oCh0Ti5G	https://api.spotify.com/v1/tracks/391iX6cKnIbz90oCh0Ti5G	https://api.spotify.com/v1/audio-analysis/391iX6cKnIbz90oCh0Ti5G	175653	4	2012	37	0
Neck Deep	Sick Joke	0	0.558	0.733	8	-4.495	0	0.0375	0.000792	1.49e-05	0.343	0.604	124.957	audio_features	7shZE88Gj8XrpHvwtN0CEl	spotify:track:7shZE88Gj8XrpHvwtN0CEl	https://api.spotify.com/v1/tracks/7shZE88Gj8XrpHvwtN0CEl	https://api.spotify.com/v1/audio-analysis/7shZE88Gj8XrpHvwtN0CEl	227520	4	2020	52	0
Neck Deep	Telling Stories	0	0.586	0.906	5	-5.088	1	0.0373	0.00227	0.0	0.301	0.512	106.002	audio_features	2V79FEzhEyawL1xshT42B5	spotify:track:2V79FEzhEyawL1xshT42B5	https://api.spotify.com/v1/tracks/2V79FEzhEyawL1xshT42B5	https://api.spotify.com/v1/audio-analysis/2V79FEzhEyawL1xshT42B5	199241	4	2020	53	0
Necro	Take Hiphop Back - Remastered	0	0.743	0.763	8	-5.008	1	0.232	0.0369	0.0	0.543	0.679	94.259	audio_features	1BUnZU16sm3EfuIYoYDLCV	spotify:track:1BUnZU16sm3EfuIYoYDLCV	https://api.spotify.com/v1/tracks/1BUnZU16sm3EfuIYoYDLCV	https://api.spotify.com/v1/audio-analysis/1BUnZU16sm3EfuIYoYDLCV	285187	4	2020	38	1
Nems	Loyalty	0	0.753	0.689	10	-5.385	0	0.293	0.105	0.0	0.12	0.525	90.107	audio_features	04JHZfLpgLkcxnRLTY0m9T	spotify:track:04JHZfLpgLkcxnRLTY0m9T	https://api.spotify.com/v1/tracks/04JHZfLpgLkcxnRLTY0m9T	https://api.spotify.com/v1/audio-analysis/04JHZfLpgLkcxnRLTY0m9T	117576	4	2014	17	1
New Breed	Great God	0	0.723	0.886	5	-5.896	0	0.0781	0.007	0.00381	0.867	0.551	130.008	audio_features	1IudIBHpaajc527f0n3uQX	spotify:track:1IudIBHpaajc527f0n3uQX	https://api.spotify.com/v1/tracks/1IudIBHpaajc527f0n3uQX	https://api.spotify.com/v1/audio-analysis/1IudIBHpaajc527f0n3uQX	291413	4	2010	4	0
New Edition	You're Not My Kind Of Girl	0	0.669	0.775	11	-10.599	0	0.0335	0.396	9.87e-05	0.442	0.96	95.537	audio_features	202QpSJo7inyEKWeARd5Ax	spotify:track:202QpSJo7inyEKWeARd5Ax	https://api.spotify.com/v1/tracks/202QpSJo7inyEKWeARd5Ax	https://api.spotify.com/v1/audio-analysis/202QpSJo7inyEKWeARd5Ax	241693	4	1988	47	0
New Politics	Tonight You're Perfect	0	0.583	0.719	6	-5.643	1	0.035	0.00184	0.0356	0.0919	0.299	123.999	audio_features	3ym8RPF4EQPqtW0v8G44BT	spotify:track:3ym8RPF4EQPqtW0v8G44BT	https://api.spotify.com/v1/tracks/3ym8RPF4EQPqtW0v8G44BT	https://api.spotify.com/v1/audio-analysis/3ym8RPF4EQPqtW0v8G44BT	202107	4	2013	49	0
New Radicals	Someday We'll Know	0	0.65	0.663	1	-7.163	0	0.0291	0.208	0.0	0.334	0.431	109.415	audio_features	5X0zqWSaSnulsbf74CrljV	spotify:track:5X0zqWSaSnulsbf74CrljV	https://api.spotify.com/v1/tracks/5X0zqWSaSnulsbf74CrljV	https://api.spotify.com/v1/audio-analysis/5X0zqWSaSnulsbf74CrljV	217467	4	1998	57	0
New Radicals	You Get What You Give	0	0.621	0.901	2	-5.396	1	0.0302	0.17	0.0	0.0875	0.744	113.967	audio_features	1Cwsd5xI8CajJz795oy4XF	spotify:track:1Cwsd5xI8CajJz795oy4XF	https://api.spotify.com/v1/tracks/1Cwsd5xI8CajJz795oy4XF	https://api.spotify.com/v1/audio-analysis/1Cwsd5xI8CajJz795oy4XF	300773	4	1998	74	0
Nick Blixky	Jatty	0	0.807	0.748	1	-6.563	0	0.304	0.521	0.0	0.0764	0.598	139.947	audio_features	17b34bUelBoi0l8WJfFVHS	spotify:track:17b34bUelBoi0l8WJfFVHS	https://api.spotify.com/v1/tracks/17b34bUelBoi0l8WJfFVHS	https://api.spotify.com/v1/audio-analysis/17b34bUelBoi0l8WJfFVHS	123455	4	2020	33	1
Nick Blixky	Mean	0	0.713	0.775	3	-5.948	0	0.308	0.183	1.2e-06	0.0789	0.883	140.777	audio_features	1JRFdHfWJllqmtX59mWCJk	spotify:track:1JRFdHfWJllqmtX59mWCJk	https://api.spotify.com/v1/tracks/1JRFdHfWJllqmtX59mWCJk	https://api.spotify.com/v1/audio-analysis/1JRFdHfWJllqmtX59mWCJk	177058	4	2020	31	1
Nicki Minaj	Truffle Butter	0	0.887	0.673	10	-6.846	0	0.0503	0.0743	4.06e-05	0.124	0.491	105.113	audio_features	3keUgTGEoZJt0QkzTB6kHg	spotify:track:3keUgTGEoZJt0QkzTB6kHg	https://api.spotify.com/v1/tracks/3keUgTGEoZJt0QkzTB6kHg	https://api.spotify.com/v1/audio-analysis/3keUgTGEoZJt0QkzTB6kHg	219227	4	2015	63	1
Nigel Lewis	When Jesus Say Yes	0	0.831	0.81	1	-6.305	1	0.0455	0.24	1.06e-06	0.111	0.963	123.969	audio_features	0wNZwxSkDEjvoJ4hY0lI85	spotify:track:0wNZwxSkDEjvoJ4hY0lI85	https://api.spotify.com/v1/tracks/0wNZwxSkDEjvoJ4hY0lI85	https://api.spotify.com/v1/audio-analysis/0wNZwxSkDEjvoJ4hY0lI85	211469	4	2015	26	0
Nils Landgren	I Will	0	0.672	0.507	9	-10.91	0	0.0531	0.725	0.0013	0.109	0.531	91.339	audio_features	1o4szgHxZ53JbD3QUDQ7HE	spotify:track:1o4szgHxZ53JbD3QUDQ7HE	https://api.spotify.com/v1/tracks/1o4szgHxZ53JbD3QUDQ7HE	https://api.spotify.com/v1/audio-analysis/1o4szgHxZ53JbD3QUDQ7HE	271627	4	2002	46	0
Nino Man	Tropical Fantasy	0	0.536	0.674	7	-10.079	1	0.485	0.0576	0.0	0.467	0.514	119.384	audio_features	1S7zJeqj7XdZi1i0haTFxV	spotify:track:1S7zJeqj7XdZi1i0haTFxV	https://api.spotify.com/v1/tracks/1S7zJeqj7XdZi1i0haTFxV	https://api.spotify.com/v1/audio-analysis/1S7zJeqj7XdZi1i0haTFxV	156405	5	2019	32	1
Nipsey Hussle	Hate It or Love It (feat. Teeflii)	0	0.45	0.672	5	-5.892	0	0.35	0.119	0.0	0.415	0.283	81.263	audio_features	6UIsmqYh7WFh1sUzsFAqVJ	spotify:track:6UIsmqYh7WFh1sUzsFAqVJ	https://api.spotify.com/v1/tracks/6UIsmqYh7WFh1sUzsFAqVJ	https://api.spotify.com/v1/audio-analysis/6UIsmqYh7WFh1sUzsFAqVJ	261040	4	2013	38	1
Nipsey Hussle	Keyz 2 the City 2 (feat. TeeFlii)	0	0.601	0.591	4	-5.519	0	0.421	0.0225	0.0	0.253	0.192	141.482	audio_features	1IA0DHaEGwuK5xhvnontdP	spotify:track:1IA0DHaEGwuK5xhvnontdP	https://api.spotify.com/v1/tracks/1IA0DHaEGwuK5xhvnontdP	https://api.spotify.com/v1/audio-analysis/1IA0DHaEGwuK5xhvnontdP	185813	4	2018	55	1
No Rome	Narcissist (feat. The 1975)	0	0.543	0.682	3	-5.81	1	0.113	0.218	1.53e-06	0.085	0.424	179.969	audio_features	4qjLvvBh5ZeKEPyShKRf06	spotify:track:4qjLvvBh5ZeKEPyShKRf06	https://api.spotify.com/v1/tracks/4qjLvvBh5ZeKEPyShKRf06	https://api.spotify.com/v1/audio-analysis/4qjLvvBh5ZeKEPyShKRf06	195502	4	2018	67	1
Noah Gundersen	BAD DESIRE	0	0.58	0.274	0	-9.239	1	0.0293	0.897	0.00242	0.103	0.195	60.962	audio_features	61LLFpdZSENbZZIUQhXPcr	spotify:track:61LLFpdZSENbZZIUQhXPcr	https://api.spotify.com/v1/tracks/61LLFpdZSENbZZIUQhXPcr	https://api.spotify.com/v1/audio-analysis/61LLFpdZSENbZZIUQhXPcr	253821	4	2017	41	0
Noisestorm	Crab Rave	0	0.768	0.933	2	-2.95	0	0.0385	0.206	0.915	0.0833	0.245	124.996	audio_features	4qDHt2ClApBBzDAvhNGWFd	spotify:track:4qDHt2ClApBBzDAvhNGWFd	https://api.spotify.com/v1/tracks/4qDHt2ClApBBzDAvhNGWFd	https://api.spotify.com/v1/audio-analysis/4qDHt2ClApBBzDAvhNGWFd	161280	4	2018	74	0
Norman Connors	You Are My Starship (feat. Michael Henderson)	0	0.485	0.432	0	-8.261	0	0.0324	0.416	0.00674	0.197	0.214	74.769	audio_features	2zb9ytpjyulpBqdu22wcD7	spotify:track:2zb9ytpjyulpBqdu22wcD7	https://api.spotify.com/v1/tracks/2zb9ytpjyulpBqdu22wcD7	https://api.spotify.com/v1/audio-analysis/2zb9ytpjyulpBqdu22wcD7	271000	4	1976	41	0
Norman Hutchins	Emmanuel	0	0.315	0.885	9	-5.604	1	0.169	0.187	0.0	0.506	0.466	91.318	audio_features	5DacwKZlRJgx0IbjCf0VRr	spotify:track:5DacwKZlRJgx0IbjCf0VRr	https://api.spotify.com/v1/tracks/5DacwKZlRJgx0IbjCf0VRr	https://api.spotify.com/v1/audio-analysis/5DacwKZlRJgx0IbjCf0VRr	264667	4	2001	39	0
Nvder	Chasing Nothing	0	0.474	0.0972	7	-19.571	1	0.0887	0.727	0.0	0.101	0.294	88.021	audio_features	4QSMcaxbk4HgT8Dn1Tnwbr	spotify:track:4QSMcaxbk4HgT8Dn1Tnwbr	https://api.spotify.com/v1/tracks/4QSMcaxbk4HgT8Dn1Tnwbr	https://api.spotify.com/v1/audio-analysis/4QSMcaxbk4HgT8Dn1Tnwbr	285362	5	2019	0	0
O.A.R.	That Was A Crazy Game Of Poker	0	0.512	0.785	0	-4.21	1	0.12	0.0608	0.0	0.0673	0.598	79.183	audio_features	74HX1HcsR135apNYpHUUZj	spotify:track:74HX1HcsR135apNYpHUUZj	https://api.spotify.com/v1/tracks/74HX1HcsR135apNYpHUUZj	https://api.spotify.com/v1/audio-analysis/74HX1HcsR135apNYpHUUZj	523203	4	2016	58	0
O.T. Genasis	CoCo	0	0.886	0.628	8	-5.949	1	0.131	0.00215	1.15e-05	0.31	0.178	119.906	audio_features	2JI71GHwq2LN8mtq3iCLYo	spotify:track:2JI71GHwq2LN8mtq3iCLYo	https://api.spotify.com/v1/tracks/2JI71GHwq2LN8mtq3iCLYo	https://api.spotify.com/v1/audio-analysis/2JI71GHwq2LN8mtq3iCLYo	239574	4	2014	64	1
Obie Trice	Snitch	0	0.781	0.807	0	-5.574	1	0.261	0.0524	0.0	0.122	0.605	90.008	audio_features	02rlDATSROFtjqmvs1dBKr	spotify:track:02rlDATSROFtjqmvs1dBKr	https://api.spotify.com/v1/tracks/02rlDATSROFtjqmvs1dBKr	https://api.spotify.com/v1/audio-analysis/02rlDATSROFtjqmvs1dBKr	241253	4	2006	58	1
Olivia O'Brien	RIP (feat. G-Eazy & Drew Love)	0	0.728	0.646	5	-4.387	0	0.0463	0.422	0.0	0.0899	0.46	103.983	audio_features	3qjf2YP8G2RNFanYZDcZUk	spotify:track:3qjf2YP8G2RNFanYZDcZUk	https://api.spotify.com/v1/tracks/3qjf2YP8G2RNFanYZDcZUk	https://api.spotify.com/v1/audio-analysis/3qjf2YP8G2RNFanYZDcZUk	200773	4	2018	58	1
Omarion	I'm Up (feat. Kid Ink & French Montana)	0	0.793	0.505	6	-7.061	0	0.138	0.204	0.0	0.0413	0.704	97.998	audio_features	1hlwA8qvXx0Bl6iYuDbIuD	spotify:track:1hlwA8qvXx0Bl6iYuDbIuD	https://api.spotify.com/v1/tracks/1hlwA8qvXx0Bl6iYuDbIuD	https://api.spotify.com/v1/audio-analysis/1hlwA8qvXx0Bl6iYuDbIuD	201336	4	2015	56	1
Omarion	Ice Box	0	0.775	0.731	8	-5.446	1	0.134	0.189	0.0	0.129	0.821	131.105	audio_features	5qhlC4Rzals34zxovrPzKp	spotify:track:5qhlC4Rzals34zxovrPzKp	https://api.spotify.com/v1/tracks/5qhlC4Rzals34zxovrPzKp	https://api.spotify.com/v1/audio-analysis/5qhlC4Rzals34zxovrPzKp	256427	4	2006	61	0
One Direction	18	0	0.681	0.582	6	-7.76	0	0.0313	0.22	0.0	0.119	0.221	124.038	audio_features	3JjnGLK8IxkNLvo8Lb3KOM	spotify:track:3JjnGLK8IxkNLvo8Lb3KOM	https://api.spotify.com/v1/tracks/3JjnGLK8IxkNLvo8Lb3KOM	https://api.spotify.com/v1/audio-analysis/3JjnGLK8IxkNLvo8Lb3KOM	248360	4	2014	81	0
One Direction	Drag Me Down	0	0.73	0.703	0	-5.672	0	0.0369	0.109	0.0	0.0657	0.595	138.113	audio_features	2K87XMYnUMqLcX3zvtAF4G	spotify:track:2K87XMYnUMqLcX3zvtAF4G	https://api.spotify.com/v1/tracks/2K87XMYnUMqLcX3zvtAF4G	https://api.spotify.com/v1/audio-analysis/2K87XMYnUMqLcX3zvtAF4G	192120	4	2015	82	0
One Direction	Story of My Life	0	0.6	0.663	3	-5.802	1	0.0477	0.225	0.0	0.119	0.286	121.07	audio_features	4nVBt6MZDDP6tRVdQTgxJg	spotify:track:4nVBt6MZDDP6tRVdQTgxJg	https://api.spotify.com/v1/tracks/4nVBt6MZDDP6tRVdQTgxJg	https://api.spotify.com/v1/audio-analysis/4nVBt6MZDDP6tRVdQTgxJg	245493	4	2013	83	0
One Direction	What Makes You Beautiful	0	0.726	0.787	4	-2.494	1	0.0737	0.009	0.0	0.0596	0.888	124.99	audio_features	4cluDES4hQEUhmXj6TXkSo	spotify:track:4cluDES4hQEUhmXj6TXkSo	https://api.spotify.com/v1/tracks/4cluDES4hQEUhmXj6TXkSo	https://api.spotify.com/v1/audio-analysis/4cluDES4hQEUhmXj6TXkSo	199987	4	2012	83	0
OneRepublic	Counting Stars	0	0.664	0.705	1	-4.972	0	0.0382	0.0654	0.0	0.115	0.477	122.017	audio_features	6sy3LkhNFjJWlaeSMNwQ62	spotify:track:6sy3LkhNFjJWlaeSMNwQ62	https://api.spotify.com/v1/tracks/6sy3LkhNFjJWlaeSMNwQ62	https://api.spotify.com/v1/audio-analysis/6sy3LkhNFjJWlaeSMNwQ62	257840	4	2014	74	0
Oscar Isaac	Fare Thee Well (Dink's Song)	0	0.495	0.434	2	-8.079	1	0.0313	0.897	0.000393	0.109	0.23	82.16	audio_features	0YOOXnCJihgyluizqhAcrz	spotify:track:0YOOXnCJihgyluizqhAcrz	https://api.spotify.com/v1/tracks/0YOOXnCJihgyluizqhAcrz	https://api.spotify.com/v1/audio-analysis/0YOOXnCJihgyluizqhAcrz	180400	4	2014	55	0
Oscar Isaac	Green, Green Rocky Road	0	0.51	0.175	11	-14.671	1	0.0385	0.941	0.0315	0.106	0.117	150.285	audio_features	1r8BiPbyYhKaWEXOjMEip4	spotify:track:1r8BiPbyYhKaWEXOjMEip4	https://api.spotify.com/v1/tracks/1r8BiPbyYhKaWEXOjMEip4	https://api.spotify.com/v1/audio-analysis/1r8BiPbyYhKaWEXOjMEip4	197093	4	2014	43	0
Oscar Peterson	Blue And Sentimental	0	0.551	0.114	3	-24.78	0	0.0451	0.977	0.874	0.141	0.124	70.141	audio_features	78ntGe4xyecZHg9exQWwK6	spotify:track:78ntGe4xyecZHg9exQWwK6	https://api.spotify.com/v1/tracks/78ntGe4xyecZHg9exQWwK6	https://api.spotify.com/v1/audio-analysis/78ntGe4xyecZHg9exQWwK6	146093	4	1956	59	0
Owl City	Shooting Star	0	0.514	0.873	0	-4.939	1	0.0528	0.0124	0.0	0.112	0.459	124.018	audio_features	7k5EcszNwUturoU20TTy1G	spotify:track:7k5EcszNwUturoU20TTy1G	https://api.spotify.com/v1/tracks/7k5EcszNwUturoU20TTy1G	https://api.spotify.com/v1/audio-analysis/7k5EcszNwUturoU20TTy1G	247347	4	2012	56	0
P!nk	What About Us	0	0.489	0.588	1	-6.177	1	0.0507	0.0285	2.11e-06	0.0906	0.187	113.617	audio_features	0Qh38w01QRXK6KHIv0e3hb	spotify:track:0Qh38w01QRXK6KHIv0e3hb	https://api.spotify.com/v1/tracks/0Qh38w01QRXK6KHIv0e3hb	https://api.spotify.com/v1/audio-analysis/0Qh38w01QRXK6KHIv0e3hb	269600	4	2017	76	0
PIKOTARO	PPAP(Pen-Pineapple-Apple-Pen) - Long ver.	0	0.892	0.527	1	-5.598	1	0.0631	0.036	0.112	0.0612	0.485	136.029	audio_features	5qRj5I58zuHkVilcqVWN3P	spotify:track:5qRj5I58zuHkVilcqVWN3P	https://api.spotify.com/v1/tracks/5qRj5I58zuHkVilcqVWN3P	https://api.spotify.com/v1/audio-analysis/5qRj5I58zuHkVilcqVWN3P	122933	4	2018	48	0
PJ Morton	Claustrophobic (feat. Pell)	0	0.555	0.793	8	-9.128	1	0.196	0.258	0.00184	0.167	0.72	163.732	audio_features	1nR45hPphraeLSO5utjH7T	spotify:track:1nR45hPphraeLSO5utjH7T	https://api.spotify.com/v1/tracks/1nR45hPphraeLSO5utjH7T	https://api.spotify.com/v1/audio-analysis/1nR45hPphraeLSO5utjH7T	228295	4	2017	38	0
PJ Morton	Everything's Gonna Be Alright (feat. BJ the Chicago Kid & The Hamiltones)	0	0.416	0.837	8	-6.265	1	0.152	0.423	0.0	0.385	0.778	92.856	audio_features	5EjEUW3OLWDcFR3JTnenIM	spotify:track:5EjEUW3OLWDcFR3JTnenIM	https://api.spotify.com/v1/tracks/5EjEUW3OLWDcFR3JTnenIM	https://api.spotify.com/v1/audio-analysis/5EjEUW3OLWDcFR3JTnenIM	452501	4	2018	36	0
PJ Morton	First Began	0	0.379	0.186	6	-10.903	1	0.129	0.856	0.0	0.145	0.339	74.71	audio_features	3ht2PBKbkqSJ0XEkQuNHnZ	spotify:track:3ht2PBKbkqSJ0XEkQuNHnZ	https://api.spotify.com/v1/tracks/3ht2PBKbkqSJ0XEkQuNHnZ	https://api.spotify.com/v1/audio-analysis/3ht2PBKbkqSJ0XEkQuNHnZ	233057	4	2017	55	0
PJ Morton	Go Thru Your Phone	0	0.641	0.403	6	-12.506	1	0.214	0.652	0.0	0.14	0.599	169.596	audio_features	2oREwvo9bbvxnMPQyKmBoN	spotify:track:2oREwvo9bbvxnMPQyKmBoN	https://api.spotify.com/v1/tracks/2oREwvo9bbvxnMPQyKmBoN	https://api.spotify.com/v1/audio-analysis/2oREwvo9bbvxnMPQyKmBoN	148098	4	2017	42	0
PJ Morton	Religion	0	0.476	0.708	10	-6.582	0	0.114	0.268	1.56e-05	0.653	0.636	143.218	audio_features	59n8t2h8uKaKWfq1vBgyvY	spotify:track:59n8t2h8uKaKWfq1vBgyvY	https://api.spotify.com/v1/tracks/59n8t2h8uKaKWfq1vBgyvY	https://api.spotify.com/v1/audio-analysis/59n8t2h8uKaKWfq1vBgyvY	309591	4	2018	35	0
PJ Morton	Sticking to My Guns	0	0.771	0.64	1	-9.792	1	0.387	0.207	7.56e-05	0.11	0.781	108.981	audio_features	5jFpDZYzYFb0YLHpR4l4Kw	spotify:track:5jFpDZYzYFb0YLHpR4l4Kw	https://api.spotify.com/v1/tracks/5jFpDZYzYFb0YLHpR4l4Kw	https://api.spotify.com/v1/audio-analysis/5jFpDZYzYFb0YLHpR4l4Kw	221748	4	2017	38	0
PJ Morton	They Gon' Wanna Come	0	0.392	0.173	1	-13.662	1	0.0437	0.929	2.77e-05	0.26	0.215	84.002	audio_features	3YWcX052vlH4gdD3SpstPy	spotify:track:3YWcX052vlH4gdD3SpstPy	https://api.spotify.com/v1/tracks/3YWcX052vlH4gdD3SpstPy	https://api.spotify.com/v1/audio-analysis/3YWcX052vlH4gdD3SpstPy	240917	4	2018	36	0
PRETTYMUCH	Lying (feat. Lil Tjay)	0	0.594	0.75	11	-3.693	0	0.0625	0.00367	0.0	0.166	0.328	142.023	audio_features	6x8V3kUNlhVbwRbVP0QeSS	spotify:track:6x8V3kUNlhVbwRbVP0QeSS	https://api.spotify.com/v1/tracks/6x8V3kUNlhVbwRbVP0QeSS	https://api.spotify.com/v1/audio-analysis/6x8V3kUNlhVbwRbVP0QeSS	203676	4	2019	67	0
PVRIS	Hallucinations	0	0.635	0.711	11	-4.742	0	0.0339	0.044	0.0134	0.105	0.563	108.002	audio_features	6OJogoHnrl8bdsgt2Wv8xi	spotify:track:6OJogoHnrl8bdsgt2Wv8xi	https://api.spotify.com/v1/tracks/6OJogoHnrl8bdsgt2Wv8xi	https://api.spotify.com/v1/audio-analysis/6OJogoHnrl8bdsgt2Wv8xi	223213	4	2020	55	0
Panic! At The Disco	Hey Look Ma, I Made It	0	0.577	0.833	5	-3.337	1	0.0695	0.0137	0.0	0.121	0.58	107.936	audio_features	22oEJW6r2rMb9z4IntfyEa	spotify:track:22oEJW6r2rMb9z4IntfyEa	https://api.spotify.com/v1/tracks/22oEJW6r2rMb9z4IntfyEa	https://api.spotify.com/v1/audio-analysis/22oEJW6r2rMb9z4IntfyEa	169667	4	2018	74	0
Papoose	Kickback	0	0.465	0.842	8	-5.339	1	0.352	0.0408	0.0	0.084	0.55	176.287	audio_features	4ZKBQZWzfKvvBv4rQjTqOb	spotify:track:4ZKBQZWzfKvvBv4rQjTqOb	https://api.spotify.com/v1/tracks/4ZKBQZWzfKvvBv4rQjTqOb	https://api.spotify.com/v1/audio-analysis/4ZKBQZWzfKvvBv4rQjTqOb	198877	4	2020	39	1
Pascal Rogé	Gnossienne No.5	0	0.41	0.0126	7	-33.302	1	0.0454	0.98	0.926	0.0891	0.138	73.651	audio_features	2ZzRlzlcSwq9AogH7wkREj	spotify:track:2ZzRlzlcSwq9AogH7wkREj	https://api.spotify.com/v1/tracks/2ZzRlzlcSwq9AogH7wkREj	https://api.spotify.com/v1/audio-analysis/2ZzRlzlcSwq9AogH7wkREj	221360	1	2009	34	0
Pascal Rogé	Gymnopedie No.3	0	0.44	0.00245	9	-36.159	0	0.11	0.995	0.936	0.0831	0.267	72.071	audio_features	2gfmxIRmuzafLQDCFFEAKT	spotify:track:2gfmxIRmuzafLQDCFFEAKT	https://api.spotify.com/v1/tracks/2gfmxIRmuzafLQDCFFEAKT	https://api.spotify.com/v1/audio-analysis/2gfmxIRmuzafLQDCFFEAKT	162360	3	2009	26	0
Pastor T.L. Barrett and the Youth for Christ Choir	It's Me O Lord	0	0.469	0.713	7	-9.33	1	0.0364	0.00504	0.0	0.121	0.866	143.99	audio_features	44gtSUFnpC8nfTt7TKzFNe	spotify:track:44gtSUFnpC8nfTt7TKzFNe	https://api.spotify.com/v1/tracks/44gtSUFnpC8nfTt7TKzFNe	https://api.spotify.com/v1/audio-analysis/44gtSUFnpC8nfTt7TKzFNe	214853	4	1971	28	0
Pat Metheny	Message To A Friend	0	0.471	0.0352	7	-22.856	1	0.0392	0.882	0.887	0.117	0.0961	101.075	audio_features	6zsZUmX3J9KPd5FxtEX8zT	spotify:track:6zsZUmX3J9KPd5FxtEX8zT	https://api.spotify.com/v1/tracks/6zsZUmX3J9KPd5FxtEX8zT	https://api.spotify.com/v1/audio-analysis/6zsZUmX3J9KPd5FxtEX8zT	372533	4	1997	32	0
Patti LaBelle	If Only You Knew	0	0.544	0.371	4	-10.991	1	0.0388	0.861	0.000463	0.069	0.145	132.972	audio_features	2fH13RdhsEIc11X0o9enUX	spotify:track:2fH13RdhsEIc11X0o9enUX	https://api.spotify.com/v1/tracks/2fH13RdhsEIc11X0o9enUX	https://api.spotify.com/v1/audio-analysis/2fH13RdhsEIc11X0o9enUX	286653	4	1976	54	0
People Under The Stairs	Acid Raindrops	0	0.859	0.684	2	-6.962	1	0.28	0.448	1.15e-05	0.202	0.613	91.601	audio_features	4MbV8zrWudQflnbiIzp29t	spotify:track:4MbV8zrWudQflnbiIzp29t	https://api.spotify.com/v1/tracks/4MbV8zrWudQflnbiIzp29t	https://api.spotify.com/v1/audio-analysis/4MbV8zrWudQflnbiIzp29t	264152	4	2002	59	0
