artistName	trackName	y	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	uri	track_href	analysis_url	duration_ms	time_signature	year	popularity	explicit
Styles P	Nobody Believes Me - Album Version (Edited)	0	0.819	0.638	6	-8.436	0	0.275	0.0475	0.0	0.0407	0.545	91.018	audio_features	1vRb6efacbiiT9pc6ZQ9ft	spotify:track:1vRb6efacbiiT9pc6ZQ9ft	https://api.spotify.com/v1/tracks/1vRb6efacbiiT9pc6ZQ9ft	https://api.spotify.com/v1/audio-analysis/1vRb6efacbiiT9pc6ZQ9ft	256133	4	2002	5	0
Syreeta	I Love Every Little Thing About You	0	0.835	0.664	1	-8.49	1	0.0975	0.628	0.00016	0.0972	0.832	105.137	audio_features	30zaeAGK7hGe1N406m3pKL	spotify:track:30zaeAGK7hGe1N406m3pKL	https://api.spotify.com/v1/tracks/30zaeAGK7hGe1N406m3pKL	https://api.spotify.com/v1/audio-analysis/30zaeAGK7hGe1N406m3pKL	296880	4	1972	39	0
T.I.	1/2 Ticket (feat. London Jae & Conway the Machine)	0	0.86	0.517	11	-7.494	0	0.227	0.0256	0.0	0.0995	0.35	123.021	audio_features	5ZWf9FD5QP3O5sqCOlq1iw	spotify:track:5ZWf9FD5QP3O5sqCOlq1iw	https://api.spotify.com/v1/tracks/5ZWf9FD5QP3O5sqCOlq1iw	https://api.spotify.com/v1/audio-analysis/5ZWf9FD5QP3O5sqCOlq1iw	228452	4	2020	50	1
T.I.	Make Amends (feat. Benny the Butcher & Jadakiss)	0	0.531	0.861	1	-5.456	1	0.385	0.00485	0.0	0.194	0.648	165.604	audio_features	1gyPAKXUsMbsYazRS9bfur	spotify:track:1gyPAKXUsMbsYazRS9bfur	https://api.spotify.com/v1/tracks/1gyPAKXUsMbsYazRS9bfur	https://api.spotify.com/v1/audio-analysis/1gyPAKXUsMbsYazRS9bfur	224180	4	2020	50	1
TLC	Waterfalls	0	0.77	0.505	1	-7.345	1	0.0828	0.311	7.4e-05	0.0777	0.757	171.798	audio_features	6qspW4YKycviDFjHBOaqUY	spotify:track:6qspW4YKycviDFjHBOaqUY	https://api.spotify.com/v1/tracks/6qspW4YKycviDFjHBOaqUY	https://api.spotify.com/v1/audio-analysis/6qspW4YKycviDFjHBOaqUY	279507	4	1994	73	0
TLC	What About Your Friends	0	0.744	0.851	10	-10.108	0	0.049	0.0267	0.00738	0.0989	0.626	105.882	audio_features	63PIgPkDf3rswlU4ZWCYAM	spotify:track:63PIgPkDf3rswlU4ZWCYAM	https://api.spotify.com/v1/tracks/63PIgPkDf3rswlU4ZWCYAM	https://api.spotify.com/v1/audio-analysis/63PIgPkDf3rswlU4ZWCYAM	293600	4	1992	58	0
Tamia	Stuck With Me	0	0.721	0.505	6	-4.288	0	0.0441	0.459	0.105	0.104	0.349	132.034	audio_features	1LNLQdiuzhB0zkvkRYE6aY	spotify:track:1LNLQdiuzhB0zkvkRYE6aY	https://api.spotify.com/v1/tracks/1LNLQdiuzhB0zkvkRYE6aY	https://api.spotify.com/v1/audio-analysis/1LNLQdiuzhB0zkvkRYE6aY	243227	4	2015	45	0
Tasha Cobbs Leonard	Ahh - Live	0	0.43	0.922	0	-4.024	1	0.0663	0.00283	0.0	0.366	0.363	174.91	audio_features	00xCsBLeufg5JLcELA43dZ	spotify:track:00xCsBLeufg5JLcELA43dZ	https://api.spotify.com/v1/tracks/00xCsBLeufg5JLcELA43dZ	https://api.spotify.com/v1/audio-analysis/00xCsBLeufg5JLcELA43dZ	333980	4	2013	26	0
Tasha Cobbs Leonard	Confidence - Live	0	0.416	0.765	5	-4.497	1	0.0691	0.0555	0.0	0.6	0.349	129.806	audio_features	5J0TvJIdYrybgk6SINgieR	spotify:track:5J0TvJIdYrybgk6SINgieR	https://api.spotify.com/v1/tracks/5J0TvJIdYrybgk6SINgieR	https://api.spotify.com/v1/audio-analysis/5J0TvJIdYrybgk6SINgieR	374707	3	2013	39	0
Tasha Cobbs Leonard	Great God	0	0.445	0.792	1	-5.09	1	0.0812	0.0143	4.48e-06	0.221	0.483	162.015	audio_features	3T4vKVM0DV6bJbArofpU0b	spotify:track:3T4vKVM0DV6bJbArofpU0b	https://api.spotify.com/v1/tracks/3T4vKVM0DV6bJbArofpU0b	https://api.spotify.com/v1/audio-analysis/3T4vKVM0DV6bJbArofpU0b	263427	4	2017	31	0
Tasha Cobbs Leonard	You Know My Name	0	0.293	0.46	7	-6.992	1	0.0335	0.14	0.0	0.0779	0.191	97.635	audio_features	0Dlm41iXvTsIVsEOce3yX6	spotify:track:0Dlm41iXvTsIVsEOce3yX6	https://api.spotify.com/v1/tracks/0Dlm41iXvTsIVsEOce3yX6	https://api.spotify.com/v1/audio-analysis/0Dlm41iXvTsIVsEOce3yX6	480547	3	2017	56	0
Taylor Swift	All Too Well	0	0.602	0.609	0	-7.803	1	0.0243	0.0382	0.0002	0.127	0.337	93.06	audio_features	1q3RiD1tIWUpGsNFADMlvl	spotify:track:1q3RiD1tIWUpGsNFADMlvl	https://api.spotify.com/v1/tracks/1q3RiD1tIWUpGsNFADMlvl	https://api.spotify.com/v1/audio-analysis/1q3RiD1tIWUpGsNFADMlvl	327893	4	2012	70	0
Taylor Swift	Call It What You Want	0	0.598	0.504	9	-9.874	1	0.0731	0.186	0.000221	0.34	0.252	163.954	audio_features	1GwMQaZz6Au3QLDbjbMdme	spotify:track:1GwMQaZz6Au3QLDbjbMdme	https://api.spotify.com/v1/tracks/1GwMQaZz6Au3QLDbjbMdme	https://api.spotify.com/v1/audio-analysis/1GwMQaZz6Au3QLDbjbMdme	203507	4	2017	70	0
Taylor Swift	Dress	0	0.719	0.469	0	-8.792	1	0.0533	0.0329	0.0	0.169	0.0851	120.085	audio_features	6oVxXO5oQ4pTpO8RSnkzvv	spotify:track:6oVxXO5oQ4pTpO8RSnkzvv	https://api.spotify.com/v1/tracks/6oVxXO5oQ4pTpO8RSnkzvv	https://api.spotify.com/v1/audio-analysis/6oVxXO5oQ4pTpO8RSnkzvv	230373	4	2017	67	0
Tech N9ne	Erbody But Me	0	0.823	0.705	10	-4.73	0	0.282	0.0274	0.0	0.0919	0.836	186.12	audio_features	3kW5Rq9AIL0QQuYTSKNkQw	spotify:track:3kW5Rq9AIL0QQuYTSKNkQw	https://api.spotify.com/v1/tracks/3kW5Rq9AIL0QQuYTSKNkQw	https://api.spotify.com/v1/audio-analysis/3kW5Rq9AIL0QQuYTSKNkQw	197053	4	2016	63	1
Tech N9ne	Straight Out the Gate	0	0.563	0.754	1	-6.252	1	0.0601	0.0215	0.0	0.653	0.169	164.076	audio_features	4hsncV3bzuB83dBJcnSCBl	spotify:track:4hsncV3bzuB83dBJcnSCBl	https://api.spotify.com/v1/tracks/4hsncV3bzuB83dBJcnSCBl	https://api.spotify.com/v1/audio-analysis/4hsncV3bzuB83dBJcnSCBl	250360	4	2013	58	1
Tee Grizzley	First Day Out	0	0.587	0.711	1	-6.33	1	0.42	0.171	0.0	0.125	0.381	98.008	audio_features	3muBQDekYAg7jm6hDu6R0Z	spotify:track:3muBQDekYAg7jm6hDu6R0Z	https://api.spotify.com/v1/tracks/3muBQDekYAg7jm6hDu6R0Z	https://api.spotify.com/v1/audio-analysis/3muBQDekYAg7jm6hDu6R0Z	254694	4	2017	73	1
The 1975	An Encounter	0	0.387	0.438	4	-16.424	1	0.0408	0.89	0.983	0.088	0.0567	99.24	audio_features	3Uuf7UQy96o8rkyEXSmAmv	spotify:track:3Uuf7UQy96o8rkyEXSmAmv	https://api.spotify.com/v1/tracks/3Uuf7UQy96o8rkyEXSmAmv	https://api.spotify.com/v1/audio-analysis/3Uuf7UQy96o8rkyEXSmAmv	74750	4	2013	41	0
The 1975	Heart Out	0	0.705	0.83	2	-4.918	1	0.0274	0.00814	0.00135	0.0762	0.885	118.446	audio_features	424ml6U1wmEarzw26uDtCS	spotify:track:424ml6U1wmEarzw26uDtCS	https://api.spotify.com/v1/tracks/424ml6U1wmEarzw26uDtCS	https://api.spotify.com/v1/audio-analysis/424ml6U1wmEarzw26uDtCS	202296	4	2013	52	1
The 1975	Love It If We Made It	0	0.472	0.745	4	-5.297	1	0.0356	0.000607	2.74e-05	0.0957	0.0631	180.06	audio_features	6WmIyn2fx1PKQ0XDpYj4VR	spotify:track:6WmIyn2fx1PKQ0XDpYj4VR	https://api.spotify.com/v1/tracks/6WmIyn2fx1PKQ0XDpYj4VR	https://api.spotify.com/v1/audio-analysis/6WmIyn2fx1PKQ0XDpYj4VR	252926	4	2018	71	1
The 1975	M.O.N.E.Y.	0	0.423	0.661	7	-8.213	1	0.07	0.0934	0.000129	0.125	0.621	114.26	audio_features	1Ij4cmQteKslDqCpenSFhF	spotify:track:1Ij4cmQteKslDqCpenSFhF	https://api.spotify.com/v1/tracks/1Ij4cmQteKslDqCpenSFhF	https://api.spotify.com/v1/audio-analysis/1Ij4cmQteKslDqCpenSFhF	216563	4	2013	45	0
The 1975	People	0	0.492	0.926	0	-5.257	1	0.188	3.74e-05	0.0187	0.475	0.479	149.957	audio_features	39sJbSgJmIrB9J1pkRbpaX	spotify:track:39sJbSgJmIrB9J1pkRbpaX	https://api.spotify.com/v1/tracks/39sJbSgJmIrB9J1pkRbpaX	https://api.spotify.com/v1/audio-analysis/39sJbSgJmIrB9J1pkRbpaX	160008	4	2019	54	1
The 1975	Talk!	0	0.58	0.854	4	-6.551	1	0.0635	0.018	2.85e-06	0.595	0.639	120.041	audio_features	7Mwl3zti5NbY88SpkCxTYT	spotify:track:7Mwl3zti5NbY88SpkCxTYT	https://api.spotify.com/v1/tracks/7Mwl3zti5NbY88SpkCxTYT	https://api.spotify.com/v1/audio-analysis/7Mwl3zti5NbY88SpkCxTYT	167749	4	2013	42	0
The Alchemist	E. Coli (feat. Earl Sweatshirt)	0	0.322	0.555	11	-8.726	0	0.129	0.208	0.00437	0.325	0.397	96.019	audio_features	3GXSywNvYLAVUCtjMHkKDh	spotify:track:3GXSywNvYLAVUCtjMHkKDh	https://api.spotify.com/v1/tracks/3GXSywNvYLAVUCtjMHkKDh	https://api.spotify.com/v1/audio-analysis/3GXSywNvYLAVUCtjMHkKDh	132147	3	2018	66	1
The Alchemist	Universal Studios (feat. Wiz Khalifa)	0	0.49	0.714	1	-7.333	0	0.339	0.0513	0.000153	0.305	0.571	151.786	audio_features	4KCqupPPNVTZKRHbNn6iCa	spotify:track:4KCqupPPNVTZKRHbNn6iCa	https://api.spotify.com/v1/tracks/4KCqupPPNVTZKRHbNn6iCa	https://api.spotify.com/v1/audio-analysis/4KCqupPPNVTZKRHbNn6iCa	226900	4	2018	55	1
The Alchemist	W.Y.G.D.T.N.S. (feat. ScHoolboy Q)	0	0.647	0.468	0	-10.87	1	0.157	0.649	0.00119	0.157	0.216	68.033	audio_features	7wwdta76VXZ80VVlJqvsRY	spotify:track:7wwdta76VXZ80VVlJqvsRY	https://api.spotify.com/v1/tracks/7wwdta76VXZ80VVlJqvsRY	https://api.spotify.com/v1/audio-analysis/7wwdta76VXZ80VVlJqvsRY	225787	4	2019	60	1
The Animals	House Of The Rising Sun	0	0.295	0.584	9	-6.696	0	0.0345	0.000385	0.218	0.0996	0.228	117.2	audio_features	7BY005dacJkbO6EPiOh2wb	spotify:track:7BY005dacJkbO6EPiOh2wb	https://api.spotify.com/v1/tracks/7BY005dacJkbO6EPiOh2wb	https://api.spotify.com/v1/audio-analysis/7BY005dacJkbO6EPiOh2wb	271280	3	1964	70	0
The Band CAMINO	2 / 14	0	0.607	0.709	9	-7.428	1	0.0538	0.372	0.0	0.294	0.551	97.006	audio_features	2QwpEi3eNToZCCMMRcOj0u	spotify:track:2QwpEi3eNToZCCMMRcOj0u	https://api.spotify.com/v1/tracks/2QwpEi3eNToZCCMMRcOj0u	https://api.spotify.com/v1/audio-analysis/2QwpEi3eNToZCCMMRcOj0u	163690	4	2016	64	0
The Beatles	Blackbird - Remastered 2009	0	0.686	0.127	7	-14.361	1	0.0342	0.754	1.41e-05	0.0573	0.372	93.699	audio_features	5jgFfDIR6FR0gvlA56Nakr	spotify:track:5jgFfDIR6FR0gvlA56Nakr	https://api.spotify.com/v1/tracks/5jgFfDIR6FR0gvlA56Nakr	https://api.spotify.com/v1/audio-analysis/5jgFfDIR6FR0gvlA56Nakr	138387	4	1968	75	0
The Beatles	In My Life - Remastered 2009	0	0.688	0.435	9	-11.359	1	0.0323	0.449	0.0	0.113	0.435	103.239	audio_features	3KfbEIOC7YIv90FIfNSZpo	spotify:track:3KfbEIOC7YIv90FIfNSZpo	https://api.spotify.com/v1/tracks/3KfbEIOC7YIv90FIfNSZpo	https://api.spotify.com/v1/audio-analysis/3KfbEIOC7YIv90FIfNSZpo	146333	4	1965	74	0
The Beatles	Something - Remastered 2009	0	0.396	0.338	0	-10.872	1	0.0304	0.198	2.62e-06	0.138	0.377	133.522	audio_features	0pNeVovbiZHkulpGeOx1Gj	spotify:track:0pNeVovbiZHkulpGeOx1Gj	https://api.spotify.com/v1/tracks/0pNeVovbiZHkulpGeOx1Gj	https://api.spotify.com/v1/audio-analysis/0pNeVovbiZHkulpGeOx1Gj	182293	4	1969	72	0
The Chainsmokers	Hope	0	0.773	0.699	1	-5.982	0	0.0958	0.488	3.6e-06	0.0814	0.513	104.941	audio_features	4BiiOzZCrXEzHRLYcYFiD5	spotify:track:4BiiOzZCrXEzHRLYcYFiD5	https://api.spotify.com/v1/tracks/4BiiOzZCrXEzHRLYcYFiD5	https://api.spotify.com/v1/audio-analysis/4BiiOzZCrXEzHRLYcYFiD5	180120	4	2018	69	0
The Chicks	Goodbye Earl	0	0.705	0.7	0	-7.38	1	0.0295	0.0192	0.0	0.0755	0.765	122.841	audio_features	7rqaqQurHzR5xHAhdm1gmM	spotify:track:7rqaqQurHzR5xHAhdm1gmM	https://api.spotify.com/v1/tracks/7rqaqQurHzR5xHAhdm1gmM	https://api.spotify.com/v1/audio-analysis/7rqaqQurHzR5xHAhdm1gmM	258640	4	1999	61	0
The Chicks	Wide Open Spaces	0	0.563	0.544	4	-6.102	1	0.0306	0.577	0.0	0.128	0.602	179.351	audio_features	6cjwec9ii5uLK7CDfPBYt1	spotify:track:6cjwec9ii5uLK7CDfPBYt1	https://api.spotify.com/v1/tracks/6cjwec9ii5uLK7CDfPBYt1	https://api.spotify.com/v1/audio-analysis/6cjwec9ii5uLK7CDfPBYt1	223832	4	1998	67	0
The Diplomats	Hell Rell (Interlude)	0	0.715	0.875	11	-8.029	1	0.559	0.934	0.000487	0.41	0.384	85.4	audio_features	4Gruzwg9i6a2CI3SMeTLFh	spotify:track:4Gruzwg9i6a2CI3SMeTLFh	https://api.spotify.com/v1/tracks/4Gruzwg9i6a2CI3SMeTLFh	https://api.spotify.com/v1/audio-analysis/4Gruzwg9i6a2CI3SMeTLFh	123333	5	2003	22	1
The Drifters	Under the Boardwalk	0	0.747	0.226	7	-13.635	1	0.0415	0.908	0.000168	0.107	0.778	123.789	audio_features	65jrjEhWfAvysKfnojk1i0	spotify:track:65jrjEhWfAvysKfnojk1i0	https://api.spotify.com/v1/tracks/65jrjEhWfAvysKfnojk1i0	https://api.spotify.com/v1/audio-analysis/65jrjEhWfAvysKfnojk1i0	161960	4	1964	68	0
The Georgia Mass Choir	Stand	0	0.694	0.924	10	-5.187	1	0.0835	0.371	0.0	0.248	0.525	116.61	audio_features	4Ld1QQNJECmGBJLYk9j8eu	spotify:track:4Ld1QQNJECmGBJLYk9j8eu	https://api.spotify.com/v1/tracks/4Ld1QQNJECmGBJLYk9j8eu	https://api.spotify.com/v1/audio-analysis/4Ld1QQNJECmGBJLYk9j8eu	352307	4	2002	10	0
The Gregg Allman Band	I'm No Angel	0	0.621	0.773	4	-12.157	1	0.0475	0.144	0.0	0.161	0.856	140.748	audio_features	2Yt2u7vNSCkPUy1awRFSPV	spotify:track:2Yt2u7vNSCkPUy1awRFSPV	https://api.spotify.com/v1/tracks/2Yt2u7vNSCkPUy1awRFSPV	https://api.spotify.com/v1/audio-analysis/2Yt2u7vNSCkPUy1awRFSPV	222893	4	1986	51	0
The High Kings	Green Fields Of France	0	0.648	0.314	5	-8.891	1	0.0324	0.87	0.0	0.113	0.427	134.903	audio_features	1FstUuQG2B3JMM2SgwGQh2	spotify:track:1FstUuQG2B3JMM2SgwGQh2	https://api.spotify.com/v1/tracks/1FstUuQG2B3JMM2SgwGQh2	https://api.spotify.com/v1/audio-analysis/1FstUuQG2B3JMM2SgwGQh2	341840	3	2010	37	0
The Home Team	She's Quiet (Acoustic)	0	0.52	0.54	5	-6.642	1	0.0293	0.0608	0.0	0.304	0.583	170.192	audio_features	4NlqCEZY5njqLwUR18hcTV	spotify:track:4NlqCEZY5njqLwUR18hcTV	https://api.spotify.com/v1/tracks/4NlqCEZY5njqLwUR18hcTV	https://api.spotify.com/v1/audio-analysis/4NlqCEZY5njqLwUR18hcTV	200118	4	2019	47	0
The Impressions	People Get Ready	0	0.414	0.249	1	-12.674	1	0.0369	0.894	8.37e-06	0.188	0.341	142.442	audio_features	6AeG6jSoAVbmUFO6LyYmBf	spotify:track:6AeG6jSoAVbmUFO6LyYmBf	https://api.spotify.com/v1/tracks/6AeG6jSoAVbmUFO6LyYmBf	https://api.spotify.com/v1/audio-analysis/6AeG6jSoAVbmUFO6LyYmBf	163360	3	1965	61	0
The Jackson 5	ABC	0	0.715	0.678	8	-11.842	1	0.0475	0.486	0.000192	0.15	0.947	94.769	audio_features	6wDviYDtmSDZ0S6TVMM9Vc	spotify:track:6wDviYDtmSDZ0S6TVMM9Vc	https://api.spotify.com/v1/tracks/6wDviYDtmSDZ0S6TVMM9Vc	https://api.spotify.com/v1/audio-analysis/6wDviYDtmSDZ0S6TVMM9Vc	177733	4	1970	64	0
The Karaoke Universe	Jordan (Karaoke Version) [In the Style of Buckethead]	0	0.531	0.523	1	-13.114	1	0.0331	0.0474	0.863	0.22	0.752	116.015	audio_features	0Kc0q3UzxBh9mcuCpuPtPa	spotify:track:0Kc0q3UzxBh9mcuCpuPtPa	https://api.spotify.com/v1/tracks/0Kc0q3UzxBh9mcuCpuPtPa	https://api.spotify.com/v1/audio-analysis/0Kc0q3UzxBh9mcuCpuPtPa	198621	4	2014	12	0
The Killers	Somebody Told Me	0	0.509	0.987	10	-3.198	0	0.0886	8.05e-05	0.000928	0.119	0.647	138.039	audio_features	7HGTkn2aX7MNdKs7nV2xBt	spotify:track:7HGTkn2aX7MNdKs7nV2xBt	https://api.spotify.com/v1/tracks/7HGTkn2aX7MNdKs7nV2xBt	https://api.spotify.com/v1/audio-analysis/7HGTkn2aX7MNdKs7nV2xBt	197160	4	2004	68	0
The LOX	All for the Love	0	0.647	0.729	4	-6.991	0	0.318	0.01	0.0	0.0997	0.533	174.054	audio_features	72sEC2u151SyHeAzmZjyBd	spotify:track:72sEC2u151SyHeAzmZjyBd	https://api.spotify.com/v1/tracks/72sEC2u151SyHeAzmZjyBd	https://api.spotify.com/v1/audio-analysis/72sEC2u151SyHeAzmZjyBd	213827	4	1998	45	1
The LOX	Come Back	0	0.606	0.983	2	-3.785	0	0.405	0.235	0.0	0.208	0.646	90.64	audio_features	4UxoYI0sWjLGjLRZthrBnM	spotify:track:4UxoYI0sWjLGjLRZthrBnM	https://api.spotify.com/v1/tracks/4UxoYI0sWjLGjLRZthrBnM	https://api.spotify.com/v1/audio-analysis/4UxoYI0sWjLGjLRZthrBnM	236795	4	2020	32	1
The LOX	Loyalty And Love	0	0.454	0.92	11	-3.597	0	0.385	0.0405	0.0	0.307	0.447	82.723	audio_features	1VpJe1c8DX6prJuQdPKCgo	spotify:track:1VpJe1c8DX6prJuQdPKCgo	https://api.spotify.com/v1/tracks/1VpJe1c8DX6prJuQdPKCgo	https://api.spotify.com/v1/audio-analysis/1VpJe1c8DX6prJuQdPKCgo	244280	4	2020	38	1
The LOX	Think Of The LOX feat. Westside Gunn & Benny The Butcher	0	0.475	0.82	11	-3.748	1	0.359	0.169	0.0	0.115	0.655	185.938	audio_features	5mbvGop1wBoU4C3nbZ7Zcz	spotify:track:5mbvGop1wBoU4C3nbZ7Zcz	https://api.spotify.com/v1/tracks/5mbvGop1wBoU4C3nbZ7Zcz	https://api.spotify.com/v1/audio-analysis/5mbvGop1wBoU4C3nbZ7Zcz	290401	4	2020	47	1
The Last Mr. Bigg	Trial Time	0	0.873	0.639	6	-6.924	0	0.499	0.0823	0.0	0.144	0.652	80.057	audio_features	3SMDkLZ0dVlb6rQFyMoX5k	spotify:track:3SMDkLZ0dVlb6rQFyMoX5k	https://api.spotify.com/v1/tracks/3SMDkLZ0dVlb6rQFyMoX5k	https://api.spotify.com/v1/audio-analysis/3SMDkLZ0dVlb6rQFyMoX5k	329400	4	2000	44	1
The Lumineers	Cleopatra	0	0.536	0.775	8	-6.765	1	0.0394	0.228	0.000143	0.0947	0.485	151.393	audio_features	2ToW7zhGCrVrLU4fiKj9U1	spotify:track:2ToW7zhGCrVrLU4fiKj9U1	https://api.spotify.com/v1/tracks/2ToW7zhGCrVrLU4fiKj9U1	https://api.spotify.com/v1/audio-analysis/2ToW7zhGCrVrLU4fiKj9U1	201413	4	2016	63	0
The Maine	Numb Without You	0	0.618	0.798	0	-4.742	1	0.0423	0.00455	0.0	0.163	0.534	113.997	audio_features	0cQeMDP32n10nUYoqazNiD	spotify:track:0cQeMDP32n10nUYoqazNiD	https://api.spotify.com/v1/tracks/0cQeMDP32n10nUYoqazNiD	https://api.spotify.com/v1/audio-analysis/0cQeMDP32n10nUYoqazNiD	212857	4	2019	53	0
The Manhattans	It Feels so Good to Be Loved so Bad	0	0.537	0.59	0	-8.613	0	0.0382	0.392	0.0	0.101	0.43	77.954	audio_features	70yHwEYbVCFofCelzPSnjv	spotify:track:70yHwEYbVCFofCelzPSnjv	https://api.spotify.com/v1/tracks/70yHwEYbVCFofCelzPSnjv	https://api.spotify.com/v1/audio-analysis/70yHwEYbVCFofCelzPSnjv	278947	4	1977	41	0
The Mighty Mighty Bosstones	A Dollar And A Dream	0	0.39	0.71	2	-10.145	1	0.126	0.03	1.09e-05	0.317	0.676	120.656	audio_features	6dMPFfKzEiCDtDagzhfsrg	spotify:track:6dMPFfKzEiCDtDagzhfsrg	https://api.spotify.com/v1/tracks/6dMPFfKzEiCDtDagzhfsrg	https://api.spotify.com/v1/audio-analysis/6dMPFfKzEiCDtDagzhfsrg	198267	4	1994	14	0
The Mighty Mighty Bosstones	A Man Without	0	0.328	0.971	2	-7.201	1	0.0784	0.000553	0.00175	0.334	0.668	103.845	audio_features	4aek50VBsRPBpPec49AVCJ	spotify:track:4aek50VBsRPBpPec49AVCJ	https://api.spotify.com/v1/tracks/4aek50VBsRPBpPec49AVCJ	https://api.spotify.com/v1/audio-analysis/4aek50VBsRPBpPec49AVCJ	167333	4	1993	29	0
The Mighty Mighty Bosstones	Everybody's Better	0	0.686	0.873	9	-3.838	1	0.0576	0.111	2.65e-06	0.141	0.759	165.187	audio_features	4BJx21wGsMUgncpgNbB9PS	spotify:track:4BJx21wGsMUgncpgNbB9PS	https://api.spotify.com/v1/tracks/4BJx21wGsMUgncpgNbB9PS	https://api.spotify.com/v1/audio-analysis/4BJx21wGsMUgncpgNbB9PS	221907	4	2002	35	0
The Mighty Mighty Bosstones	Holy Smoke	0	0.338	0.899	2	-8.305	1	0.0981	0.00668	0.377	0.276	0.609	125.433	audio_features	19XIcF39nYtHt2e63oEPIJ	spotify:track:19XIcF39nYtHt2e63oEPIJ	https://api.spotify.com/v1/tracks/19XIcF39nYtHt2e63oEPIJ	https://api.spotify.com/v1/audio-analysis/19XIcF39nYtHt2e63oEPIJ	172867	5	1993	30	0
The Mighty Mighty Bosstones	Illegal Left	0	0.427	0.959	9	-7.026	1	0.0451	0.0053	0.000107	0.0689	0.753	110.665	audio_features	1ollFKbuQ8nh5jPkocEpmN	spotify:track:1ollFKbuQ8nh5jPkocEpmN	https://api.spotify.com/v1/tracks/1ollFKbuQ8nh5jPkocEpmN	https://api.spotify.com/v1/audio-analysis/1ollFKbuQ8nh5jPkocEpmN	191773	4	1993	28	0
The Mighty Mighty Bosstones	Kinder Words	0	0.282	0.931	11	-8.415	0	0.157	0.0171	0.00506	0.0542	0.564	189.88	audio_features	2ePDO3Cz4v8i7Ykhh3s6re	spotify:track:2ePDO3Cz4v8i7Ykhh3s6re	https://api.spotify.com/v1/tracks/2ePDO3Cz4v8i7Ykhh3s6re	https://api.spotify.com/v1/audio-analysis/2ePDO3Cz4v8i7Ykhh3s6re	186600	4	1994	25	0
The Mighty Mighty Bosstones	Royal Oil	0	0.733	0.666	9	-7.534	1	0.0445	0.277	0.000305	0.352	0.968	132.669	audio_features	6QYW3HXqRTwLs75HDxLVgN	spotify:track:6QYW3HXqRTwLs75HDxLVgN	https://api.spotify.com/v1/tracks/6QYW3HXqRTwLs75HDxLVgN	https://api.spotify.com/v1/audio-analysis/6QYW3HXqRTwLs75HDxLVgN	158933	4	1997	41	0
The Mighty Mighty Bosstones	Simmer Down	0	0.751	0.884	0	-10.887	0	0.03	0.0225	0.00299	0.0845	0.987	125.681	audio_features	0GF1hskmXMzo5b2hiF3q6G	spotify:track:0GF1hskmXMzo5b2hiF3q6G	https://api.spotify.com/v1/tracks/0GF1hskmXMzo5b2hiF3q6G	https://api.spotify.com/v1/audio-analysis/0GF1hskmXMzo5b2hiF3q6G	213333	4	1993	31	0
The Mighty Mighty Bosstones	The Constant	0	0.565	0.846	0	-3.824	1	0.0323	0.107	0.00375	0.106	0.701	127.943	audio_features	57vL24peZXDTr0fEkCenUL	spotify:track:57vL24peZXDTr0fEkCenUL	https://api.spotify.com/v1/tracks/57vL24peZXDTr0fEkCenUL	https://api.spotify.com/v1/audio-analysis/57vL24peZXDTr0fEkCenUL	217827	4	2018	38	0
The Mighty Mighty Bosstones	The Rascal King	0	0.544	0.846	1	-5.52	1	0.0389	0.00846	2.77e-06	0.192	0.969	88.187	audio_features	13BRH2RILNifFRNTXbLUka	spotify:track:13BRH2RILNifFRNTXbLUka	https://api.spotify.com/v1/tracks/13BRH2RILNifFRNTXbLUka	https://api.spotify.com/v1/audio-analysis/13BRH2RILNifFRNTXbLUka	166133	4	1997	50	0
The Mighty Mighty Bosstones	Wonderful Day for the Race	0	0.405	0.868	5	-4.667	1	0.0636	0.0613	0.0	0.344	0.392	168.496	audio_features	3bylr7iU0HQcaC5jAm1WBy	spotify:track:3bylr7iU0HQcaC5jAm1WBy	https://api.spotify.com/v1/tracks/3bylr7iU0HQcaC5jAm1WBy	https://api.spotify.com/v1/audio-analysis/3bylr7iU0HQcaC5jAm1WBy	196053	4	2018	42	0
The Neville Brothers	Mona Lisa (feat. Wyclef Jean)	0	0.889	0.498	0	-6.177	1	0.121	0.026	1.03e-05	0.0531	0.72	126.244	audio_features	7ufZ2RH5I3XOyt4vgwro1k	spotify:track:7ufZ2RH5I3XOyt4vgwro1k	https://api.spotify.com/v1/tracks/7ufZ2RH5I3XOyt4vgwro1k	https://api.spotify.com/v1/audio-analysis/7ufZ2RH5I3XOyt4vgwro1k	280867	4	1997	19	0
The New Life Community Choir	Rain On Us	0	0.49	0.951	1	-7.13	1	0.128	0.00252	0.00172	0.335	0.653	200.132	audio_features	6BGTtirygo13Y8h3VbLLEV	spotify:track:6BGTtirygo13Y8h3VbLLEV	https://api.spotify.com/v1/tracks/6BGTtirygo13Y8h3VbLLEV	https://api.spotify.com/v1/audio-analysis/6BGTtirygo13Y8h3VbLLEV	408547	4	1989	26	0
